Provider,TotalClaims,UniqueBeneficiaries,UniquePhysicians,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_mean,InscClaimAmtReimbursed_std,DeductibleAmtPaid_sum,DeductibleAmtPaid_mean,NoOfMonths_PartACov_mean,NoOfMonths_PartBCov_mean,IPAnnualReimbursementAmt_mean,OPAnnualReimbursementAmt_mean,ChronicCond_Alzheimer_mean,ChronicCond_Heartfailure_mean,ChronicCond_KidneyDisease_mean,ChronicCond_Cancer_mean,ChronicCond_ObstrPulmonary_mean,ChronicCond_Depression_mean,ChronicCond_Diabetes_mean,ChronicCond_IschemicHeart_mean,ChronicCond_Osteoporasis_mean,ChronicCond_rheumatoidarthritis_mean,ChronicCond_stroke_mean,RenalDiseaseIndicator_mean,PotentialFraud,PotentialFraud_Encoded
PRV54792,22,22,2,5390,245.0,322.57520348712774,60.0,2.727272727272727,12.0,11.454545454545455,2350.0,2254.5454545454545,0.36363636363636365,0.36363636363636365,0.3181818181818182,0.18181818181818182,0.22727272727272727,0.5,0.5454545454545454,0.6818181818181818,0.4090909090909091,0.22727272727272727,0.045454545454545456,0.2727272727272727,No,0
PRV54793,10,5,3,3820,382.0,762.6824007701007,0.0,0.0,12.0,12.0,4600.0,828.0,0.1,0.5,0.1,0.0,0.1,0.2,0.6,0.0,0.3,0.1,0.1,0.1,No,0
PRV54794,3,3,3,450,150.0,130.7669683062202,0.0,0.0,12.0,12.0,0.0,1623.3333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,No,0
PRV54795,21,21,6,7510,357.6190476190476,823.6559036509407,60.0,2.857142857142857,11.428571428571429,12.0,2619.0476190476193,2099.0476190476193,0.42857142857142855,0.47619047619047616,0.5238095238095238,0.19047619047619047,0.047619047619047616,0.3333333333333333,0.6190476190476191,0.8095238095238095,0.19047619047619047,0.19047619047619047,0.047619047619047616,0.19047619047619047,No,0
PRV54796,2,2,1,1700,850.0,353.5533905932738,0.0,0.0,12.0,12.0,0.0,1175.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,No,0
PRV54798,5,5,1,290,58.0,37.013511046643494,0.0,0.0,9.6,12.0,15880.0,1680.0,0.6,0.2,0.6,0.0,0.2,0.6,0.8,0.6,0.4,0.4,0.0,0.4,No,0
PRV54799,1,1,1,100,100.0,,0.0,0.0,12.0,12.0,0.0,3790.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,No,0
PRV54800,2,2,2,500,250.0,212.13203435596427,0.0,0.0,12.0,12.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,No,0
PRV54802,17,17,4,1770,104.11764705882354,119.89885443204888,0.0,0.0,12.0,12.0,758.8235294117648,2292.3529411764707,0.47058823529411764,0.5294117647058824,0.4117647058823529,0.058823529411764705,0.17647058823529413,0.4117647058823529,0.6470588235294118,0.8235294117647058,0.29411764705882354,0.29411764705882354,0.11764705882352941,0.23529411764705882,No,0
PRV54803,3,3,2,1880,626.6666666666666,1016.1856785712606,0.0,0.0,12.0,12.0,0.0,1183.3333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,No,0
PRV54805,5,5,1,270,54.0,85.32291603080617,0.0,0.0,12.0,12.0,0.0,3222.0,0.4,0.6,0.4,0.2,0.2,0.2,0.8,0.6,0.6,0.4,0.0,0.0,No,0
PRV54806,75,56,1,13300,177.33333333333334,310.81989802618654,510.0,6.8,12.0,12.0,3288.5333333333333,1642.2666666666667,0.3333333333333333,0.48,0.30666666666666664,0.02666666666666667,0.10666666666666667,0.41333333333333333,0.68,0.76,0.30666666666666664,0.24,0.14666666666666667,0.16,No,0
PRV54808,32,32,3,15140,473.125,941.4588456563123,110.0,3.4375,12.0,11.625,2406.25,2531.5625,0.5,0.625,0.3125,0.15625,0.34375,0.4375,0.65625,0.8125,0.21875,0.21875,0.125,0.1875,Yes,1
PRV54809,55,53,4,21170,384.90909090909093,724.3435667510291,160.0,2.909090909090909,12.0,12.0,3385.2727272727275,2711.4545454545455,0.2909090909090909,0.5818181818181818,0.4,0.12727272727272726,0.21818181818181817,0.38181818181818183,0.6181818181818182,0.7818181818181819,0.2545454545454545,0.2,0.09090909090909091,0.23636363636363636,No,0
PRV54810,7,7,2,3800,542.8571428571429,990.7693018679018,40.0,5.714285714285714,10.285714285714286,12.0,2285.714285714286,3671.4285714285716,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.0,0.2857142857142857,0.2857142857142857,No,0
PRV54812,12,12,3,156000,13000.0,12869.97916223502,12816.0,1068.0,12.0,12.0,15812.5,1045.0,0.3333333333333333,0.9166666666666666,0.5833333333333334,0.16666666666666666,0.3333333333333333,0.5833333333333334,0.9166666666666666,0.8333333333333334,0.3333333333333333,0.5833333333333334,0.0,0.16666666666666666,No,0
PRV54813,1056,711,1,300030,284.1193181818182,604.6544436090892,3680.0,3.484848484848485,11.920454545454545,11.953598484848484,3617.2064393939395,2368.6458333333335,0.4090909090909091,0.5928030303030303,0.42613636363636365,0.13731060606060605,0.34375,0.4166666666666667,0.7206439393939394,0.759469696969697,0.3039772727272727,0.28882575757575757,0.07765151515151515,0.20549242424242425,No,0
PRV54814,82,72,3,20790,253.53658536585365,440.3544362319789,210.0,2.5609756097560976,12.0,11.939024390243903,5194.390243902439,1852.6829268292684,0.4024390243902439,0.6219512195121951,0.4024390243902439,0.14634146341463414,0.32926829268292684,0.4634146341463415,0.7682926829268293,0.8048780487804879,0.32926829268292684,0.32926829268292684,0.12195121951219512,0.23170731707317074,No,0
PRV54817,1,1,1,7000,7000.0,,1068.0,1068.0,12.0,12.0,7000.0,170.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,No,0
PRV54818,5,5,2,46000,9200.0,9782.63768111648,5340.0,1068.0,12.0,12.0,10870.0,1280.0,0.6,0.6,1.0,0.2,0.4,0.6,1.0,1.0,0.6,0.4,0.2,0.0,No,0
PRV54819,25,23,4,158110,6324.4,4233.099809832033,22428.0,975.1304347826087,12.0,12.0,15128.8,2237.6,0.6,0.8,0.76,0.12,0.32,0.48,0.88,0.8,0.44,0.32,0.2,0.36,No,0
PRV54820,1,1,1,12000,12000.0,,1068.0,1068.0,0.0,12.0,24300.0,400.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,No,0
PRV54821,7,7,1,39000,5571.428571428572,2070.1966780270627,7476.0,1068.0,12.0,12.0,13330.0,1522.857142857143,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.42857142857142855,No,0
PRV54822,16,16,2,136000,8500.0,5059.644256269407,17088.0,1068.0,12.0,12.0,14165.625,2526.875,0.5,0.75,0.5625,0.3125,0.4375,0.4375,0.6875,0.875,0.4375,0.3125,0.0625,0.375,Yes,1
PRV54824,10,10,1,100000,10000.0,5868.938953886337,10680.0,1068.0,12.0,12.0,17419.0,1820.0,0.6,0.8,0.8,0.0,0.5,0.5,0.9,1.0,0.5,0.4,0.1,0.3,No,0
PRV54827,17,12,1,2570,151.1764705882353,204.7828835908038,0.0,0.0,12.0,12.0,4117.64705882353,2462.9411764705883,0.47058823529411764,0.4117647058823529,0.29411764705882354,0.0,0.4117647058823529,0.4117647058823529,0.5882352941176471,0.5294117647058824,0.5294117647058824,0.4117647058823529,0.058823529411764705,0.17647058823529413,No,0
PRV54828,60,22,16,111610,1860.1666666666667,7967.937974468159,3384.0,56.4,11.8,11.766666666666667,2599.3333333333335,2586.3333333333335,0.38333333333333336,0.55,0.55,0.06666666666666667,0.4666666666666667,0.31666666666666665,0.6166666666666667,0.8333333333333334,0.25,0.21666666666666667,0.11666666666666667,0.18333333333333332,Yes,1
PRV54829,75,55,30,21140,281.8666666666667,469.8323258508448,200.0,2.6666666666666665,11.84,11.84,5106.533333333334,2152.4,0.48,0.5866666666666667,0.4,0.17333333333333334,0.3333333333333333,0.4666666666666667,0.6933333333333334,0.6933333333333334,0.2,0.49333333333333335,0.08,0.2,No,0
PRV54830,11,11,6,13810,1255.4545454545455,3895.259589902484,1068.0,97.0909090909091,12.0,11.545454545454545,1225.4545454545455,1153.6363636363637,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.18181818181818182,No,0
PRV54831,17,17,13,34040,2002.3529411764705,4876.51198272362,4272.0,251.2941176470588,12.0,12.0,4937.64705882353,2236.470588235294,0.29411764705882354,0.5882352941176471,0.4117647058823529,0.058823529411764705,0.5294117647058824,0.29411764705882354,0.7058823529411765,0.7647058823529411,0.29411764705882354,0.29411764705882354,0.058823529411764705,0.23529411764705882,No,0
PRV54832,60,58,19,95240,1587.3333333333333,7230.040407479431,5450.0,90.83333333333333,11.583333333333334,11.966666666666667,5602.833333333333,2250.5,0.5,0.6333333333333333,0.43333333333333335,0.21666666666666667,0.3333333333333333,0.5,0.7166666666666667,0.85,0.4166666666666667,0.4166666666666667,0.13333333333333333,0.15,Yes,1
PRV54833,88,48,3,19000,215.9090909090909,473.0911709262386,340.0,3.8636363636363638,11.590909090909092,12.0,3127.5,1073.9772727272727,0.3068181818181818,0.6136363636363636,0.32954545454545453,0.14772727272727273,0.26136363636363635,0.45454545454545453,0.7272727272727273,0.6818181818181818,0.3068181818181818,0.4431818181818182,0.10227272727272728,0.23863636363636365,No,0
PRV54834,16,15,8,59300,3706.25,6355.67659655524,6608.0,413.0,12.0,11.625,10902.5,2606.875,0.4375,0.6875,0.5,0.0,0.4375,0.5,0.6875,0.875,0.3125,0.3125,0.0625,0.375,No,0
PRV54836,8,8,6,3400,425.0,668.3668795760946,30.0,3.75,12.0,12.0,2750.0,961.25,0.25,0.625,0.5,0.125,0.125,0.25,0.5,0.5,0.375,0.25,0.125,0.125,No,0
PRV54837,1843,728,12,524060,284.35160065111234,665.1307089762304,5600.0,3.038524145415084,11.917525773195877,11.834508952794357,3244.7368421052633,2126.115029842648,0.37655995659251223,0.5046120455778622,0.3423765599565925,0.138903960933261,0.23005968529571352,0.3711340206185567,0.6505697232772654,0.7167661421595225,0.2788931090613131,0.29137276180141075,0.08952794357026587,0.16223548562126966,Yes,1
PRV54838,58,31,1,10800,186.20689655172413,263.3310742932654,170.0,2.9310344827586206,11.793103448275861,12.0,3431.7241379310344,1311.7241379310344,0.6379310344827587,0.5689655172413793,0.3275862068965517,0.10344827586206896,0.20689655172413793,0.3275862068965517,0.6896551724137931,0.6551724137931034,0.46551724137931033,0.20689655172413793,0.1206896551724138,0.15517241379310345,No,0
PRV54840,26,21,12,6520,250.76923076923077,468.51188311011344,0.0,0.0,12.0,12.0,7920.7692307692305,3851.153846153846,0.5384615384615384,0.6153846153846154,0.5384615384615384,0.15384615384615385,0.2692307692307692,0.2692307692307692,0.8076923076923077,0.8846153846153846,0.19230769230769232,0.23076923076923078,0.23076923076923078,0.3076923076923077,No,0
PRV54841,6,5,5,50250,8375.0,11074.142404719203,3204.0,534.0,12.0,12.0,23346.666666666668,2690.0,0.8333333333333334,0.6666666666666666,0.5,0.0,0.0,0.5,1.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,No,0
PRV54842,130,59,18,62420,480.15384615384613,1269.553412669491,3534.0,27.184615384615384,11.907692307692308,12.0,3612.230769230769,1978.5384615384614,0.43846153846153846,0.6307692307692307,0.3076923076923077,0.26153846153846155,0.2923076923076923,0.4461538461538462,0.5615384615384615,0.8384615384615385,0.27692307692307694,0.4076923076923077,0.25384615384615383,0.14615384615384616,No,0
PRV54845,41,36,18,100280,2445.8536585365855,6469.037399648329,8884.0,216.6829268292683,11.707317073170731,12.0,9144.634146341463,1332.9268292682927,0.3902439024390244,0.6585365853658537,0.4146341463414634,0.24390243902439024,0.34146341463414637,0.4878048780487805,0.6829268292682927,0.8536585365853658,0.1951219512195122,0.34146341463414637,0.17073170731707318,0.12195121951219512,Yes,1
PRV54846,42,40,27,117930,2807.8571428571427,6808.276360686625,9672.0,230.28571428571428,12.0,12.0,8513.809523809523,1357.6190476190477,0.42857142857142855,0.47619047619047616,0.2857142857142857,0.14285714285714285,0.30952380952380953,0.42857142857142855,0.7380952380952381,0.8095238095238095,0.30952380952380953,0.21428571428571427,0.14285714285714285,0.16666666666666666,No,0
PRV54847,296,135,59,128200,433.1081081081081,1399.5896983995838,11960.0,40.4054054054054,11.837837837837839,11.861486486486486,3298.5472972972975,1461.0135135135135,0.375,0.4864864864864865,0.33783783783783783,0.15202702702702703,0.2533783783783784,0.40878378378378377,0.6959459459459459,0.7668918918918919,0.22297297297297297,0.30743243243243246,0.0472972972972973,0.10472972972972973,No,0
PRV54848,28,26,5,239270,8545.357142857143,11199.160511575014,24764.0,917.1851851851852,12.0,11.928571428571429,12134.285714285714,1763.2142857142858,0.4642857142857143,0.6428571428571429,0.35714285714285715,0.14285714285714285,0.2857142857142857,0.4642857142857143,0.8214285714285714,0.8214285714285714,0.35714285714285715,0.2857142857142857,0.10714285714285714,0.14285714285714285,No,0
PRV54849,12,12,8,1590,132.5,104.37040681238058,0.0,0.0,12.0,12.0,5297.5,2385.8333333333335,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.25,0.25,0.5833333333333334,0.75,0.5833333333333334,0.4166666666666667,0.25,0.16666666666666666,0.16666666666666666,No,0
PRV54852,180,82,2,51420,285.6666666666667,570.2984615054917,450.0,2.5,11.866666666666667,11.866666666666667,3527.277777777778,2269.222222222222,0.45,0.6388888888888888,0.4444444444444444,0.07222222222222222,0.2833333333333333,0.5055555555555555,0.7555555555555555,0.6944444444444444,0.36666666666666664,0.34444444444444444,0.12777777777777777,0.2222222222222222,No,0
PRV54854,131,55,3,39660,302.7480916030534,591.435090963711,440.0,3.3587786259541983,11.908396946564885,11.908396946564885,6690.839694656489,2027.2519083969466,0.5038167938931297,0.42748091603053434,0.3435114503816794,0.13740458015267176,0.32061068702290074,0.48854961832061067,0.7862595419847328,0.7557251908396947,0.19083969465648856,0.32061068702290074,0.13740458015267176,0.2366412213740458,No,0
PRV54855,212,129,3,56930,268.5377358490566,513.5604123639748,490.0,2.311320754716981,12.0,11.88679245283019,6387.264150943396,2405.0471698113206,0.37735849056603776,0.5471698113207547,0.37264150943396224,0.05660377358490566,0.19339622641509435,0.4858490566037736,0.6415094339622641,0.7075471698113207,0.35377358490566035,0.2783018867924528,0.10849056603773585,0.17452830188679244,No,0
PRV54856,1,1,1,40,40.0,,0.0,0.0,12.0,12.0,2000.0,4940.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,No,0
PRV54859,25,6,4,12250,490.0,825.8228219983589,280.0,11.2,12.0,12.0,800.0,4173.6,0.44,0.92,0.4,0.4,0.76,0.08,0.56,0.56,0.36,0.72,0.04,0.0,No,0
PRV54860,21,8,1,14080,670.4761904761905,1044.8228375685335,280.0,13.333333333333334,11.333333333333334,10.857142857142858,285.7142857142857,2824.7619047619046,0.23809523809523808,0.6190476190476191,0.09523809523809523,0.09523809523809523,0.5238095238095238,0.23809523809523808,0.5714285714285714,0.8095238095238095,0.38095238095238093,0.14285714285714285,0.0,0.23809523809523808,No,0
PRV54861,43,32,9,6450,150.0,206.66282638521088,180.0,4.186046511627907,12.0,12.0,2896.9767441860463,1876.046511627907,0.3953488372093023,0.4186046511627907,0.2558139534883721,0.20930232558139536,0.16279069767441862,0.3953488372093023,0.5348837209302325,0.4883720930232558,0.32558139534883723,0.3023255813953488,0.11627906976744186,0.09302325581395349,No,0
PRV54862,7,1,2,3530,504.2857142857143,1034.8567878835076,0.0,0.0,12.0,12.0,0.0,3930.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,No,0
PRV54863,6,6,2,1140,190.0,240.49948024891862,0.0,0.0,12.0,12.0,1166.6666666666667,1773.3333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.5,0.5,0.0,0.3333333333333333,0.0,0.0,No,0
PRV54864,5,5,2,860,172.0,196.6468916611702,0.0,0.0,12.0,12.0,3112.0,1724.0,0.4,0.8,0.2,0.4,0.2,0.4,0.6,1.0,0.4,0.0,0.0,0.2,No,0
PRV54865,6,6,2,610,101.66666666666667,119.73582031567106,50.0,8.333333333333334,12.0,12.0,10833.333333333334,753.3333333333334,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,No,0
PRV54866,2,2,1,40,20.0,0.0,90.0,45.0,12.0,12.0,3500.0,915.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,No,0
PRV54867,3,3,1,3550,1183.3333333333333,1834.620760084583,20.0,6.666666666666667,12.0,12.0,10666.666666666666,1603.3333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,No,0
PRV54868,105,91,1,25220,240.1904761904762,463.4672442005869,260.0,2.4761904761904763,11.885714285714286,12.0,3223.0476190476193,2039.7142857142858,0.4380952380952381,0.44761904761904764,0.23809523809523808,0.10476190476190476,0.17142857142857143,0.3904761904761905,0.7333333333333333,0.7333333333333333,0.3047619047619048,0.3047619047619048,0.09523809523809523,0.14285714285714285,No,0
PRV54869,8,8,1,950,118.75,101.90156314516756,0.0,0.0,12.0,12.0,790.0,555.0,0.25,0.625,0.125,0.25,0.125,0.25,0.5,0.25,0.375,0.125,0.25,0.0,No,0
PRV54870,8,8,1,1080,135.0,102.81745265969477,0.0,0.0,12.0,12.0,2125.0,1613.75,0.5,0.375,0.375,0.0,0.25,0.5,0.625,0.75,0.125,0.125,0.125,0.125,No,0
PRV54871,10,8,1,3260,326.0,601.354027729645,0.0,0.0,12.0,12.0,6706.0,2010.0,0.4,0.8,0.4,0.2,0.3,0.2,0.7,0.7,0.4,0.4,0.1,0.2,No,0
PRV54873,8,8,3,420,52.5,31.05295017040594,0.0,0.0,12.0,12.0,1337.5,1238.75,0.125,0.625,0.25,0.25,0.25,0.25,0.625,0.625,0.0,0.125,0.0,0.125,No,0
PRV54875,20,19,3,172000,8600.0,7479.093668704995,20292.0,1068.0,11.4,12.0,13962.0,713.5,0.35,0.6,0.5,0.1,0.35,0.4,0.7,0.95,0.15,0.55,0.3,0.35,Yes,1
PRV54876,3,3,2,58000,19333.333333333332,15373.13674346694,2136.0,1068.0,12.0,12.0,26326.666666666668,233.33333333333334,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,0.3333333333333333,0.0,0.6666666666666666,Yes,1
PRV54877,70,63,20,26290,375.57142857142856,668.2068492426138,180.0,2.5714285714285716,12.0,12.0,5570.428571428572,2207.8571428571427,0.5428571428571428,0.7,0.38571428571428573,0.14285714285714285,0.32857142857142857,0.42857142857142855,0.8142857142857143,0.7714285714285715,0.21428571428571427,0.34285714285714286,0.08571428571428572,0.2857142857142857,No,0
PRV54878,16,15,7,9240,577.5,1353.723260739309,1158.0,72.375,12.0,12.0,5850.625,4453.125,0.4375,0.625,0.5625,0.0625,0.4375,0.6875,0.6875,0.8125,0.3125,0.375,0.1875,0.3125,No,0
PRV54879,245,197,36,643720,2627.4285714285716,6842.789516027486,62364.0,256.641975308642,11.951020408163265,11.86530612244898,8630.734693877552,2156.408163265306,0.42857142857142855,0.6857142857142857,0.5020408163265306,0.20816326530612245,0.40816326530612246,0.4326530612244898,0.7755102040816326,0.8163265306122449,0.3673469387755102,0.363265306122449,0.11428571428571428,0.20816326530612245,Yes,1
PRV54881,39,39,6,294510,7551.538461538462,7345.006373277139,35244.0,903.6923076923077,12.0,12.0,15292.564102564103,1774.1025641025642,0.5128205128205128,0.8205128205128205,0.6153846153846154,0.1794871794871795,0.5128205128205128,0.4358974358974359,0.8205128205128205,0.8717948717948718,0.28205128205128205,0.28205128205128205,0.20512820512820512,0.2564102564102564,No,0
PRV54882,253,220,132,369680,1461.1857707509882,4221.511918031556,34946.0,138.12648221343875,12.0,11.754940711462451,6759.920948616601,2458.7747035573125,0.4031620553359684,0.6007905138339921,0.41106719367588934,0.12648221343873517,0.3438735177865613,0.45849802371541504,0.7154150197628458,0.7984189723320159,0.31225296442687744,0.33201581027667987,0.11067193675889328,0.21739130434782608,Yes,1
PRV54883,1,1,1,13000,13000.0,,1068.0,1068.0,12.0,12.0,13000.0,650.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,No,0
PRV54885,316,289,180,411400,1301.8987341772151,4202.938148697427,38868.0,123.0,11.841772151898734,11.89240506329114,6409.683544303797,2031.3291139240507,0.44936708860759494,0.5727848101265823,0.41139240506329117,0.16139240506329114,0.2911392405063291,0.41455696202531644,0.7468354430379747,0.7721518987341772,0.28164556962025317,0.35443037974683544,0.10759493670886076,0.18037974683544303,No,0
PRV54886,9,9,8,7940,882.2222222222222,1710.3857589574477,0.0,0.0,12.0,12.0,9144.444444444445,2565.5555555555557,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.2222222222222222,No,0
PRV54887,143,126,77,48780,341.1188811188811,663.271984335516,430.0,3.006993006993007,11.916083916083917,11.916083916083917,3913.846153846154,2422.377622377622,0.3776223776223776,0.5384615384615384,0.4125874125874126,0.09090909090909091,0.26573426573426573,0.46853146853146854,0.7342657342657343,0.6923076923076923,0.43356643356643354,0.36363636363636365,0.09090909090909091,0.25874125874125875,No,0
PRV54888,413,324,146,120880,292.6876513317191,540.9455868473875,710.0,1.7191283292978208,11.937046004842616,11.907990314769975,4759.927360774818,2817.094430992736,0.34624697336561744,0.5932203389830508,0.43825665859564167,0.162227602905569,0.32929782082324455,0.46246973365617433,0.7239709443099274,0.7675544794188862,0.29782082324455206,0.3268765133171913,0.08232445520581114,0.24455205811138014,No,0
PRV54889,56,48,33,100580,1796.0714285714287,5388.718747555838,7506.0,134.03571428571428,12.0,12.0,6164.464285714285,3853.035714285714,0.5178571428571429,0.6607142857142857,0.4642857142857143,0.23214285714285715,0.4642857142857143,0.44642857142857145,0.8392857142857143,0.8035714285714286,0.4107142857142857,0.23214285714285715,0.08928571428571429,0.17857142857142858,No,0
PRV54890,77,77,53,74320,965.1948051948052,5078.721764793104,4672.0,60.675324675324674,11.844155844155845,12.0,5997.792207792208,1995.5844155844156,0.38961038961038963,0.6493506493506493,0.44155844155844154,0.12987012987012986,0.35064935064935066,0.42857142857142855,0.6493506493506493,0.8181818181818182,0.2857142857142857,0.36363636363636365,0.12987012987012986,0.15584415584415584,No,0
PRV54891,50,44,18,83380,1667.6,5360.783738010168,5460.0,111.42857142857143,12.0,12.0,6796.4,2369.2,0.44,0.54,0.5,0.06,0.36,0.58,0.74,0.74,0.38,0.46,0.08,0.3,No,0
PRV54892,49,46,30,10670,217.75510204081633,526.1228678824401,0.0,0.0,12.0,11.979591836734693,3168.1632653061224,2073.469387755102,0.42857142857142855,0.5918367346938775,0.42857142857142855,0.10204081632653061,0.24489795918367346,0.32653061224489793,0.6326530612244898,0.6326530612244898,0.46938775510204084,0.2653061224489796,0.04081632653061224,0.1836734693877551,No,0
PRV54893,8,8,6,1830,228.75,324.36476380766146,0.0,0.0,12.0,12.0,5767.5,3807.5,0.375,0.5,0.5,0.25,0.375,0.625,0.625,0.875,0.375,0.375,0.0,0.375,No,0
PRV54894,229,209,64,1757060,7672.751091703057,12733.769505505901,142144.0,634.5714285714286,11.947598253275109,12.0,14974.803493449781,2486.157205240175,0.4978165938864629,0.6724890829694323,0.5283842794759825,0.2314410480349345,0.388646288209607,0.47161572052401746,0.7292576419213974,0.8122270742358079,0.29694323144104806,0.27510917030567683,0.1615720524017467,0.2663755458515284,Yes,1
PRV54895,3436,1469,26,1057610,307.80267753201394,901.6328565014481,14964.0,4.355064027939465,11.90861466821886,11.963329452852154,4249.93888242142,2511.9965075669384,0.38853317811408616,0.5838183934807916,0.4182188591385332,0.1568684516880093,0.3285797438882421,0.440337601862631,0.6784051222351571,0.7630966239813737,0.35157159487776485,0.2910360884749709,0.08643771827706635,0.20954598370197905,Yes,1
PRV54896,159,152,56,616860,3879.622641509434,7489.672288954958,60498.0,380.49056603773585,12.0,12.0,7796.855345911949,1942.8301886792453,0.36477987421383645,0.5660377358490566,0.42138364779874216,0.18238993710691823,0.31446540880503143,0.4088050314465409,0.7421383647798742,0.8176100628930818,0.3584905660377358,0.33962264150943394,0.11949685534591195,0.1509433962264151,Yes,1
PRV54898,9,9,1,72000,8000.0,4301.162633521313,9612.0,1068.0,12.0,12.0,13038.888888888889,593.3333333333334,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.0,0.3333333333333333,0.4444444444444444,0.8888888888888888,0.7777777777777778,0.3333333333333333,0.2222222222222222,0.0,0.2222222222222222,No,0
PRV54900,14,14,14,3490,249.28571428571428,291.5070730297528,100.0,7.142857142857143,12.0,12.0,8740.714285714286,2226.4285714285716,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.5,0.5714285714285714,0.5714285714285714,0.9285714285714286,0.5,0.21428571428571427,0.07142857142857142,0.21428571428571427,No,0
PRV54901,25,25,23,103960,4158.4,9651.92583546586,7576.0,315.6666666666667,11.52,12.0,8107.2,3736.4,0.4,0.68,0.48,0.04,0.28,0.4,0.64,0.68,0.32,0.24,0.12,0.24,No,0
PRV54902,16,15,10,9840,615.0,1295.6131109761639,1068.0,66.75,12.0,12.0,6931.875,3651.875,0.5,0.625,0.625,0.1875,0.3125,0.4375,0.75,0.875,0.375,0.375,0.0625,0.25,No,0
PRV54903,7,6,1,57000,8142.857142857143,5145.5019654248,7476.0,1068.0,12.0,12.0,9934.285714285714,2915.714285714286,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,No,0
PRV54904,19,19,9,7970,419.4736842105263,778.741675070256,100.0,5.2631578947368425,12.0,12.0,12752.631578947368,4628.9473684210525,0.5263157894736842,0.7894736842105263,0.631578947368421,0.15789473684210525,0.5263157894736842,0.42105263157894735,1.0,0.9473684210526315,0.47368421052631576,0.42105263157894735,0.3157894736842105,0.3157894736842105,No,0
PRV54905,149,114,44,79620,534.3624161073825,1796.3985450428204,4652.0,31.221476510067113,11.751677852348994,11.912751677852349,3182.3489932885905,1873.6912751677853,0.33557046979865773,0.6375838926174496,0.3624161073825503,0.1610738255033557,0.2751677852348993,0.348993288590604,0.6577181208053692,0.7315436241610739,0.4899328859060403,0.3825503355704698,0.0738255033557047,0.19463087248322147,No,0
